Organisation,Service Area,Expenditure Unit,Expenditure Code,Paid Date,Trans No,Amount,caporrev,Supplier ID,Supplier Name
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_22,12504.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_23,365.09,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_24,4118.48,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_25,981.86,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_26,9024.39,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_27,2645.38,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_28,2055.47,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_29,8385.30,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/02/2015,46284809_3,2535.53,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/02/2015,46284809_30,7018.99,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/02/2015,46284809_31,3744.17,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/02/2015,46284809_32,7717.50,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/02/2015,46284809_33,2359.54,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_34,2074.44,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Policy  Culture and Communication,Main Contractor,Y021,24/02/2015,46284809_35,5277.33,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_36,7541.91,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/02/2015,46284809_37,1688.18,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_38,3288.60,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,24/02/2015,46284809_39,2597.80,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/02/2015,46284809_4,3384.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Law and Governance,Temporary Bureau Staffing,A0108,24/02/2015,46284809_40,10425.14,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Policy  Culture and Communication,Temporary Bureau Staffing,A0108,24/02/2015,46284809_41,4838.97,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Policy  Culture and Communication,Temporary Bureau Staffing,A0108,24/02/2015,46284809_42,3013.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Main Contractor,Y021,24/02/2015,46284809_43,6045.00,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,24/02/2015,46284809_44,3740.85,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_45,2341.32,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_46,2165.42,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_47,2400.98,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_48,5014.90,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_49,13461.62,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/02/2015,46284809_5,2074.72,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_50,4557.68,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_51,3735.02,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_52,21518.49,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_53,1406.77,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_54,8182.33,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_55,9261.21,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_56,2829.96,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/02/2015,46284809_57,1727.41,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/02/2015,46284809_58,60.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/02/2015,46284809_59,248.65,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Human Resources & Facilities,Temporary Bureau Staffing,A0108,24/02/2015,46284809_6,4007.22,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,24/02/2015,46284809_7,5874.38,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,24/02/2015,46284809_8,4058.16,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/02/2015,46284809_9,11120.79,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Commission/Discount,K9472,24/03/2015,46285122_1,-777.66,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Temporary Bureau Staffing,A0108,24/03/2015,46285122_10,13846.58,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,24/03/2015,46285122_11,2090.07,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,24/03/2015,46285122_12,2992.96,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_13,2211.60,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,24/03/2015,46285122_14,3287.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,24/03/2015,46285122_15,7854.47,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,24/03/2015,46285122_16,1673.20,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_17,1523.30,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_18,3298.79,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_19,17227.80,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Holding Accounts & Other Funds,Difference A/c,Z910198,24/03/2015,46285122_2,0.03,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_20,1828.94,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_21,6213.62,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_22,6289.75,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_23,252.75,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_24,4125.10,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_25,2322.50,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_26,10693.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_27,3558.97,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_28,2011.95,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_29,7465.15,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/03/2015,46285122_3,1900.05,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/03/2015,46285122_30,5110.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/03/2015,46285122_31,4275.34,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/03/2015,46285122_32,2940.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/03/2015,46285122_33,2230.65,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_34,1059.43,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Policy  Culture and Communication,Main Contractor,Y021,24/03/2015,46285122_35,11089.54,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_36,6856.66,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_37,2578.48,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_38,1251.25,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_39,3712.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/03/2015,46285122_4,1615.69,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,24/03/2015,46285122_40,2228.54,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/03/2015,46285122_41,964.83,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Law and Governance,Temporary Bureau Staffing,A0108,24/03/2015,46285122_42,1981.96,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Policy  Culture and Communication,Temporary Bureau Staffing,A0108,24/03/2015,46285122_43,6828.78,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Policy  Culture and Communication,Temporary Bureau Staffing,A0108,24/03/2015,46285122_44,3719.44,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Policy  Culture and Communication,Temporary Bureau Staffing,A0108,24/03/2015,46285122_45,2160.64,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Main Contractor,Y021,24/03/2015,46285122_46,4805.00,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Main Contractor,Y021,24/03/2015,46285122_47,954.23,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,24/03/2015,46285122_48,3366.77,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_49,2035.51,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/03/2015,46285122_5,1811.51,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_50,2307.07,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_51,2012.55,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_52,6247.03,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_53,12508.50,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_54,1290.34,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_55,3051.34,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_56,17354.18,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_57,1616.12,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_58,7887.38,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_59,4123.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Human Resources & Facilities,Temporary Bureau Staffing,A0108,24/03/2015,46285122_6,4159.99,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_60,1454.96,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Leisure  Parks & Communities,Temporary Bureau Staffing,A0108,24/03/2015,46285122_61,1995.83,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/03/2015,46285122_62,65.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/03/2015,46285122_63,138.60,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,24/03/2015,46285122_7,4810.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,24/03/2015,46285122_8,5392.60,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/03/2015,46285122_9,14387.18,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Services Maintenance (Planned),B1103,13/01/2015,46284359_1,1250.64,Revenue,20000203,KONE PLC
Oxford City Council,HRA,Asbestos Work,B1106   ,13/01/2015,60031219_1,900.00,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,HRA,Asbestos Work,B1106   ,13/01/2015,60031220_1,900.00,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,Environmental Development,General Contracted Services,D3401,31/03/2015,1014602_1,1055.00,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Environmental Development,General Contracted Services,D3401,31/03/2015,1014603_1,1055.00,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Environmental Development,General Contracted Services,D3401,31/03/2015,1014604_1,925.00,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Environmental Development,General Contracted Services,D3401,31/03/2015,1014608_1,1155.00,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Environmental Development,General Contracted Services,D3401,31/03/2015,1014609_1,795.00,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,17/02/2015,46284766_1,8791.98,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,17/02/2015,46284766_2,2872.50,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Leisure  Parks & Communities,Services Maintenance (Planned),B1103,17/02/2015,46284766_3,405.06,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Regeneration and Major Projects Team,Services Maintenance (Planned),B1103,17/02/2015,46284766_4,2555.06,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Regeneration and Major Projects Team,Services Maintenance (Planned),B1103,17/02/2015,46284766_5,1625.52,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,13/01/2015,60031304_1,1011.70,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,20/01/2015,60031751_1,1100.00,Revenue,20000210,BARKER & EVANS LTD
