Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
Business Improvement,Software Maintenance/Running Costs,D3513,28/03/2017,46293096 - 1,7778.30,Revenue,20018147,NORTHGATE INFORMATION SOLUTIONS
Business Improvement,Main Contractor,Y021,07/02/2017,48021809 - 1,2085.88,Capital,20008028,VODAFONE LIMITED (CORPORATE)
Business Improvement,Main Contractor,Y021,07/02/2017,48021809 - 2,4632.00,Capital,20008028,VODAFONE LIMITED (CORPORATE)
Business Improvement,Main Contractor,Y021,07/02/2017,48021811 - 1,15405.81,Capital,20008028,VODAFONE LIMITED (CORPORATE)
Business Improvement,Main Contractor,Y021,07/02/2017,48021811 - 2,4632.00,Capital,20008028,VODAFONE LIMITED (CORPORATE)
Business Improvement,Main Contractor,Y021,28/02/2017,48021812 - 1,3100.00,Capital,20019354,INTEGRA ASSOCIATES
Business Improvement,Reactive Maintenance & Minor Repairs,B1101,14/03/2017,60070064 - 1,500.00,Revenue,20015107,DIALOGUE COMMUNICATIONS LTD
Welfare Reform Team,Subscriptions,D3703,07/02/2017,1034578 - 0,1095.00,Revenue,20007844,IRRV
Welfare Reform Team,Instructors & Coaching Fees,D3413,14/03/2017,1035765 - 0,4061.67,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Welfare Reform Team,Grants,D3701,14/03/2017,1035805 - 0,6087.50,Revenue,20009717,ARK T CENTRE
Partnerships Team,Consultants Fees,D3411,24/01/2017,1033537 - 1,5950.00,Revenue,20013591,PETER BRETT ASSOCIATES LLP
Partnerships Team,Grants,D3701,07/02/2017,1034660 - 0,21250.00,Revenue,20016607,VISIT OXFORDSHIRE LTD
Partnerships Team,Grants,D3701,28/02/2017,1034661 - 0,22900.00,Revenue,20016607,VISIT OXFORDSHIRE LTD
Partnerships Team,Consultants Fees,D3411,21/02/2017,1034994 - 0,1289.52,Revenue,20019433,MACQUARIE EQUIPMENT FINANCE (UK) LTD
Partnerships Team,Subscriptions,D3703,28/02/2017,1035042 - 0,625.00,Revenue,20003591,ASSOCIATION OF TOWN CENTRE MAN
Partnerships Team,General Contracted Services,D3401,28/03/2017,1036215 - 0,450.00,Revenue,20018553,CITY INSIGHTS (LONDON) LTD
Partnerships Team,Books & Publications,D3302,28/03/2017,1036272 - 3,62.31,Revenue,20007625,MR TIM GRESSWELL
Partnerships Team,Temporary Bureau Staffing,A0108,14/02/2017,46292607 - 19,3033.42,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Partnerships Team,Temporary Bureau Staffing,A0108,14/03/2017,46292899 - 21,2824.20,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,General Contracted Services,D3401,24/01/2017,1033125 - 1,470.00,Revenue,20009530,OSBORNE RICHARDSON LTD
Planning & Regulatory,Counsel & External Legal Fees,D3417,07/02/2017,1033518 - 0,481.94,Revenue,20006554,LOCAL GOVERNMENT ASSOCIATION
Planning & Regulatory,General Contracted Services,D3401,24/01/2017,1033785 - 1,1255.00,Revenue,20009530,OSBORNE RICHARDSON LTD
Planning & Regulatory,Consultants Fees,D3411,10/01/2017,1033989 - 0,2550.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,10/01/2017,1033990 - 0,1012.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,10/01/2017,1034025 - 0,6000.00,Revenue,20018276,DESIGN COUNCIL
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034145 - 0,1793.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,17/01/2017,1034158 - 0,2295.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034159 - 0,3478.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034178 - 0,1158.30,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Advertising & Publicity,D3802,10/01/2017,1034204 - 0,485.10,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,Advertising & Publicity,D3802,10/01/2017,1034205 - 0,517.44,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,General Contracted Services,D3401,10/01/2017,1034216 - 0,1420.00,Revenue,20009530,OSBORNE RICHARDSON LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,24/01/2017,1034243 - 0,1739.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Photocopying/Paper Supplies,D3306,17/01/2017,1034273 - 1,818.50,Revenue,20002121,CANON (UK) LTD
Planning & Regulatory,Advertising & Publicity,D3802,10/01/2017,1034279 - 0,689.92,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,Advertising & Publicity,D3802,10/01/2017,1034285 - 0,485.10,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,Temporary Bureau Staffing,A0108,31/01/2017,1034306 - 0,1221.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,31/01/2017,1034307 - 0,2040.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034320 - 0,418.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034321 - 0,1034.91,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034322 - 0,1019.25,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034323 - 0,810.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034324 - 0,1005.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034325 - 0,1107.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034326 - 0,855.09,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034327 - 0,1120.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034328 - 0,1012.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034329 - 0,1032.48,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034330 - 0,985.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,1034331 - 0,964.98,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,General Contracted Services,D3401,07/02/2017,1034343 - 1,2227.05,Revenue,20009533,AYLESBURY VALE DISTRICT COUNCIL
Planning & Regulatory,Instructors & Coaching Fees,D3413,17/01/2017,1034382 - 0,1777.90,Revenue,20017664,GREENBANK LTD
Planning & Regulatory,General Contracted Services,D3401,17/01/2017,1034391 - 0,1162.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
Planning & Regulatory,Temporary Bureau Staffing,A0108,28/02/2017,1034395 - 0,980.40,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Consultants Fees,D3411,13/01/2017,1034483 - 0,5835.00,Revenue,20009818,CAMBRIDGE CITY COUNCIL
Planning & Regulatory,Consultants Fees,D3411,07/02/2017,1034560 - 0,4125.00,Revenue,20019346,ARTEMIS HERITAGE
Planning & Regulatory,Consultants Fees,D3411,24/01/2017,1034569 - 0,9147.83,Revenue,20016567,CARTER JONAS
Planning & Regulatory,Consultants Fees,D3411,07/02/2017,1034581 - 0,6541.26,Revenue,20019394,JOHN SLATER PLANNING LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,24/01/2017,1034586 - 0,1834.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,24/01/2017,1034588 - 0,3669.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,24/01/2017,1034589 - 0,1886.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/02/2017,1034666 - 0,7842.69,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/02/2017,1034667 - 0,1578.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/02/2017,1034669 - 0,1739.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/02/2017,1034670 - 0,1318.14,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,07/02/2017,1034671 - 0,2040.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,1034677 - 0,1131.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,1034678 - 0,1793.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,1034680 - 0,1739.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,1034681 - 0,983.61,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,31/01/2017,1034686 - 0,3843.77,Revenue,20008178,WEST OXFORDSHIRE DISTRICT COUNCIL GENERAL A/C
Planning & Regulatory,Subscriptions,D3703,31/01/2017,1034743 - 0,1150.00,Revenue,20009528,HAYMARKET MEDIA GROUP
Planning & Regulatory,General Contracted Services,D3401,21/02/2017,1034818 - 0,1160.00,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/03/2017,1034853 - 1,1108.05,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/03/2017,1034854 - 1,1074.75,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,21/02/2017,1034857 - 0,1178.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,21/02/2017,1034859 - 0,1739.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,21/02/2017,1034860 - 0,1017.36,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,21/02/2017,1034861 - 0,2550.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Advertising & Publicity,D3802,07/02/2017,1034925 - 0,485.10,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,Advertising & Publicity,D3802,21/02/2017,1034926 - 0,539.00,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,Consultants Fees,D3411,28/02/2017,1034950 - 0,6000.00,Revenue,20018276,DESIGN COUNCIL
Planning & Regulatory,Consultants Fees,D3411,28/02/2017,1034951 - 0,6000.00,Revenue,20018276,DESIGN COUNCIL
Planning & Regulatory,Counsel & External Legal Fees,D3417,07/02/2017,1034963 - 0,1800.00,Revenue,20014153,MR MEYRIC LEWIS
Planning & Regulatory,Temporary Bureau Staffing,A0108,28/02/2017,1034980 - 0,1794.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,28/02/2017,1034985 - 0,2550.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/03/2017,1035099 - 1,997.95,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Consultants Fees,D3411,21/02/2017,1035170 - 0,13425.00,Revenue,20016567,CARTER JONAS
Planning & Regulatory,General Contracted Services,D3401,21/02/2017,1035204 - 0,990.00,Revenue,20009530,OSBORNE RICHARDSON LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/03/2017,1035210 - 0,2263.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/03/2017,1035212 - 0,1739.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/03/2017,1035213 - 0,1012.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Public Transport,C2501,21/02/2017,1035287 - 0,2787.00,Revenue,20006596,OXFORD BUS COMPANY LTD
Planning & Regulatory,Public Transport,C2501,21/02/2017,1035288 - 0,929.00,Revenue,20006596,OXFORD BUS COMPANY LTD
Planning & Regulatory,Consultants Fees,D3411,21/02/2017,1035346 - 0,22773.59,Revenue,20019457,ENVIRONMENTAL DIMENSION PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,07/03/2017,1035395 - 1,966.60,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,1035400 - 0,1739.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,1035401 - 0,980.91,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,General Contracted Services,D3401,07/03/2017,1035421 - 0,1162.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
Planning & Regulatory,General Contracted Services,D3401,14/03/2017,1035423 - 0,1326.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
Planning & Regulatory,General Contracted Services,D3401,14/03/2017,1035427 - 0,1326.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
Planning & Regulatory,Staff Advertising,A0702,28/02/2017,1035440 - 0,1390.00,Revenue,20009528,HAYMARKET MEDIA GROUP
Planning & Regulatory,Advertising & Publicity,D3802,07/03/2017,1035510 - 0,485.10,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,Advertising & Publicity,D3802,07/03/2017,1035511 - 0,603.68,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,General Contracted Services,D3401,28/02/2017,1035518 - 0,9699.00,Revenue,20009530,OSBORNE RICHARDSON LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,21/03/2017,1035522 - 0,1739.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,1035602 - 0,6256.88,Revenue,20009530,OSBORNE RICHARDSON LTD
Planning & Regulatory,Staff Advertising,A0702,28/03/2017,1035629 - 0,675.00,Revenue,20016458,REDACTIVE PUBLISHING LIMITED
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,1035646 - 0,966.00,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,1035647 - 0,763.05,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,1035648 - 0,959.70,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,28/03/2017,1035651 - 0,1005.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,General Contracted Services,D3401,07/03/2017,1035659 - 1,417.00,Revenue,20018869,ATHEY & MASON PLUMBING & HEATING LTD
Planning & Regulatory,Subscriptions,D3703,28/03/2017,1035766 - 0,1000.00,Revenue,20018739,R H ENVIRONMENTAL LTD
Planning & Regulatory,Staff Advertising,A0702,28/03/2017,1035795 - 0,3600.00,Revenue,20009528,HAYMARKET MEDIA GROUP
Planning & Regulatory,General Contracted Services,D3401,21/03/2017,1035806 - 0,1121.50,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
Planning & Regulatory,General Contracted Services,D3401,21/03/2017,1035829 - 0,1162.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
Planning & Regulatory,General Contracted Services,D3401,28/03/2017,1035849 - 0,3700.00,Revenue,20015247,SOLON SECURITY
Planning & Regulatory,General Contracted Services,D3401,21/03/2017,1035856 - 0,2800.00,Revenue,20009530,OSBORNE RICHARDSON LTD
Planning & Regulatory,Advertising & Publicity,D3802,21/03/2017,1035857 - 0,485.10,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
Planning & Regulatory,Consultants Fees,D3411,28/03/2017,1035864 - 0,14596.60,Revenue,20008132,ARCADIS LLP
Planning & Regulatory,Photocopying/Paper Supplies,D3306,28/03/2017,1035941 - 1,818.50,Revenue,20011588,CANON (UK) lTD
Planning & Regulatory,Stamp Duty & Other Legal Fees,D3415,28/03/2017,1035985 - 0,9000.00,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Planning & Regulatory,Consultants Fees,D3411,28/03/2017,1036139 - 0,2550.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,28/03/2017,1036140 - 1,2550.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,28/03/2017,1036141 - 1,2550.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,28/03/2017,1036142 - 0,2550.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,28/03/2017,1036143 - 0,2550.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Consultants Fees,D3411,28/03/2017,1036262 - 0,2415.00,Revenue,20013331,OVE ARUP & PARTNERS LTD
Planning & Regulatory,Licences,K9571,10/01/2017,46292189 - 1,599.00,Revenue,20000017,ENVIRONMENTAL HEALTH REFUNDS
Planning & Regulatory,General Contracted Services,D3401,10/01/2017,46292199 - 1,658.33,Revenue,20009533,AYLESBURY VALE DISTRICT COUNCIL
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,46292313 - 8,7835.24,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,46292313 - 19,1093.31,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,46292313 - 21,2081.40,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,46292313 - 23,11101.71,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,17/01/2017,46292313 - 39,76.95,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Licences,K9571,07/02/2017,46292475 - 1,599.00,Revenue,20000017,ENVIRONMENTAL HEALTH REFUNDS
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,46292572 - 1,3669.50,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,46292573 - 1,7349.25,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,46292574 - 1,1875.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,46292607 - 7,6769.05,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,46292607 - 14,4385.36,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,46292607 - 16,2081.40,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,46292607 - 20,981.16,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/02/2017,46292607 - 21,1374.56,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Licences,K9571,07/03/2017,46292791 - 1,599.00,Revenue,20000017,ENVIRONMENTAL HEALTH REFUNDS
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,46292899 - 9,11675.56,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,46292899 - 19,6935.56,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,46292899 - 20,2081.40,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Temporary Bureau Staffing,A0108,14/03/2017,46292899 - 22,1486.92,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Planning & Regulatory,Licences,K9571,14/03/2017,46292913 - 1,599.00,Revenue,20000017,ENVIRONMENTAL HEALTH REFUNDS
Planning & Regulatory,Consultants Fees,D3411,28/03/2017,46292939 - 15,57.00,Revenue,20011499,TOPS
Planning & Regulatory,Staff Advertising,A0702,28/03/2017,46293044 - 1,1412.79,Revenue,20009528,HAYMARKET MEDIA GROUP
Environmental Development,Grants-Private Persons,Y005,14/02/2017,1033791 - 0,3766.00,Capital,20015379,CHENEY DISABILITY SOLUTIONS LTD
