Client,Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Business Improvement,Compliance Training (H&S),A0630,27/12/2017,1041996 - 0,1651.43,Revenue,20007924,SOUTH CENTRAL AMBULANCE SERVICE
OCC,Business Improvement,General Stationery Supplies,D3301,27/12/2017,1041999 - 0,737.5,Revenue,20019288,Encore Envelopes Ltd
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,05/12/2017,1042015 - 0,13397,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
OCC,Business Improvement,Consultants Fees,D3411,27/12/2017,1042033 - 0,1600,Revenue,20019704,LUCY FRANCESCA LTD
OCC,Business Improvement,Postage & Carriage,D3501,19/12/2017,1042035 - 0,678.3,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,Main Contractor,Y021,27/12/2017,1042053 - 0,1479.5,Capital,20012388,BT BUSINESS DIRECT
OCC,Business Improvement,Main Contractor,Y021,27/12/2017,1042114 - 0,1300,Capital,20019436,REGIONAL NETWORKING SOLUTIONS LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,27/12/2017,1042133 - 0,6000,Revenue,20018171,SIRIUS OPEN SOURCE LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,19/12/2017,1042144 - 0,480,Revenue,20018572,AGILE COLLECTIVE LTD
OCC,Business Improvement,General Stationery Supplies,D3301,27/12/2017,1042162 - 0,1591.27,Revenue,20007849,LYRECO UK LTD
OCC,Business Improvement,Miscellaneous Fees,Y173,27/12/2017,1042180 - 0,21650,Capital,20019582,BARTEC AUDIO ID LTD
OCC,Business Improvement,Main Contractor,Y021,27/12/2017,1042182 - 1,27950,Capital,20019582,BARTEC AUDIO ID LTD
OCC,Business Improvement,Contract Printing (External),D3303,12/12/2017,1042194 - 0,1681,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Business Improvement,Compliance Training (H&S),A0630,19/12/2017,1042228 - 0,2033,Revenue,20016197,THE KING'S CENTRE LTD
OCC,Business Improvement,Contract Printing (External),D3303,27/12/2017,1042366 - 0,1570.91,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,Postage & Carriage,D3501,27/12/2017,1042367 - 0,625.88,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,27/12/2017,1042440 - 0,1320,Revenue,20019354,INTEGRA ASSOCIATES
OCC,Business Improvement,Consultants Fees - Site Survey,Y169,27/12/2017,1042441 - 0,1800,Capital,20019354,INTEGRA ASSOCIATES
OCC,Business Improvement,Consultants Fees,D3411,27/12/2017,1042457 - 0,1800,Revenue,20019354,INTEGRA ASSOCIATES
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,27/12/2017,1042504 - 1,5369.92,Revenue,20009660,EXPERIAN LTD
OCC,Business Improvement,Consultants Fees - Site Survey,Y169,27/12/2017,1042549 - 0,3000,Capital,20019716,KINGSLEY CIS LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 1,3464.97,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 3,5027.65,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 4,15387.84,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Main Contractor,Y021,17/10/2017,46295531 - 6,4866.4,Capital,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 18,5287.45,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 41,4229.92,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 42,308.53,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Main Contractor,Y021,17/10/2017,46295531 - 46,5839.68,Capital,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Consultants Fees,D3411,24/10/2017,46295546 - 1,84,Revenue,20011499,TOPS
OCC,Business Improvement,Career Investment,A0632,31/10/2017,46295706 - 1,4865,Revenue,20019330,TRAINING SYNERGY LTD (PART OF ESCALLA)
OCC,Business Improvement,Consultants Fees,D3411,28/11/2017,46295829 - 13,198,Revenue,20011499,TOPS
OCC,Business Improvement,Consultants Fees,D3411,28/11/2017,46295829 - 17,99,Revenue,20011499,TOPS
OCC,Business Improvement,Main Contractor,Y021,14/11/2017,46295891 - 11,9732.8,Capital,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 12,2324.34,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 13,10364.96,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 14,2093.6,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 18,3107.27,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 19,4319.95,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 20,4193.28,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Main Contractor,Y021,12/12/2017,46296115 - 11,9732.8,Capital,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 12,3298.27,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 13,23387.28,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 17,3011.54,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 18,2706.34,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 19,4193.28,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Consultants Fees,D3411,27/12/2017,46296138 - 11,246,Revenue,20011499,TOPS
OCC,Business Improvement,Consultants Fees,D3411,27/12/2017,46296138 - 13,126,Revenue,20011499,TOPS
OCC,Business Improvement,Consultants Fees,D3411,27/12/2017,46296138 - 24,57,Revenue,20011499,TOPS
OCC,Business Improvement,Main Contractor,Y021,05/12/2017,48021845 - 1,12041,Capital,20019734,WATERFORD TECHNOLOGIES
OCC,Welfare Reform Team,Grants,D3701,10/10/2017,1040063 - 0,1737.41,Revenue,20019528,BASE 33 YOUTH CHARITY
OCC,Welfare Reform Team,Grants,D3701,10/10/2017,1040103 - 0,6386.59,Revenue,20008142,TRAX
OCC,Welfare Reform Team,Advertising & Publicity,D3802,10/10/2017,1040148 - 0,692,Revenue,20006232,K DESIGN
OCC,Welfare Reform Team,Grants,D3701,10/10/2017,1040291 - 0,6682.5,Revenue,20008780,LEYS NEWS LTD
OCC,Welfare Reform Team,Software Purchase,D3511,24/10/2017,1040470 - 1,1300,Revenue,20011018,AIREY CONSULTANCY LIMITED T/A ACS INDEPENDENT CONSULTANCY & SUPPORT
OCC,Welfare Reform Team,Grants,D3701,24/10/2017,1040650 - 0,5311,Revenue,20019731,FARM INSPIRATION TRUST
OCC,Welfare Reform Team,Grants,D3701,24/10/2017,1040756 - 0,7025,Revenue,20009131,FILM OXFORD
OCC,Welfare Reform Team,Grants,D3701,31/10/2017,1040876 - 0,6330,Revenue,20010391,SOHA HOUSING LIMITED
OCC,Welfare Reform Team,Grants,D3701,24/10/2017,1040881 - 0,3405,Revenue,20009795,"EMBS Community College Ltd.,"
OCC,Welfare Reform Team,Grants,D3701,31/10/2017,1041068 - 0,8210.18,Revenue,20019630,INCREDIBLE EDIBLE OXFORD
OCC,Welfare Reform Team,Grants,D3701,14/11/2017,1041347 - 0,6087.5,Revenue,20009717,ARK T CENTRE
OCC,Welfare Reform Team,Grants,D3701,14/11/2017,1041413 - 0,11983.82,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Welfare Reform Team,Grants,D3701,21/11/2017,1041481 - 0,7910.64,Revenue,20017749,YELLOW SUBMARINE
OCC,Welfare Reform Team,Grants,D3701,21/11/2017,1041524 - 0,2361.37,Revenue,20019515,SOUTH OXFORDSHIRE FOOD & EDUCATION ALLIANCE
OCC,Welfare Reform Team,Grants,D3701,05/12/2017,1041525 - 0,1615.13,Revenue,20019528,BASE 33 YOUTH CHARITY
OCC,Welfare Reform Team,General Contracted Services,D3401,21/11/2017,1041578 - 0,3960,Revenue,20012032,UNIVERSITY OF READING
OCC,Welfare Reform Team,Advertising & Publicity,D3802,27/12/2017,1042230 - 0,2587.5,Revenue,20011917,PASSION   RADIO OXFORD LTD
OCC,Welfare Reform Team,Cycle Scheme,A0965,19/12/2017,46296204 - 2,3,Revenue,20014779,CYCLESCHEME LIMITED
OCC,Regeneration & Economy,Consultants Fees,D3411,10/10/2017,1039143 - 0,4740,Revenue,20015341,DAVIS COFFER LYONS
OCC,Regeneration & Economy,Consultants Fees,D3411,03/10/2017,1039953 - 0,2677.5,Revenue,20016178,SPRINGBOARD RESEARCH LTD
OCC,Regeneration & Economy,Rent,B1701,10/10/2017,1040043 - 1,12612.64,Revenue,20017686,WORKMAN LLP
OCC,Regeneration & Economy,IT Skills Development,A0638,10/10/2017,1040050 - 0,4400,Revenue,20019700,ARGUS SOFTWARE UK LTD
OCC,Regeneration & Economy,Rent,B1701,24/10/2017,1040197 - 1,2554.74,Revenue,20002929,ENVIRONMENT AGENCY
OCC,Regeneration & Economy,Grants,D3701,03/10/2017,1040277 - 0,23750,Revenue,20018382,EXPERIENCE OXFORDSHIRE
OCC,Regeneration & Economy,General Contracted Services,D3401,24/10/2017,1040308 - 0,826.29,Revenue,20009746,OXFORD SPIRES HOTEL
OCC,Regeneration & Economy,Grants,D3701,10/10/2017,1040316 - 0,21500,Revenue,20018382,EXPERIENCE OXFORDSHIRE
OCC,Regeneration & Economy,Consultants Fees,D3411,10/10/2017,1040329 - 0,2250,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,Consultants Fees,D3411,10/10/2017,1040369 - 0,2500,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,Consultants Fees,D3411,05/12/2017,1040513 - 0,1289.52,Revenue,20019433,MACQUARIE EQUIPMENT FINANCE (UK) LTD
OCC,Regeneration & Economy,Service Charges,B1821,24/10/2017,1040543 - 1,2251.99,Revenue,20016303,AMAS LTD NONRENT A/C
OCC,Regeneration & Economy,Staff Advertising,A0702,24/10/2017,1040551 - 0,1460,Revenue,20009528,HAYMARKET MEDIA GROUP
OCC,Regeneration & Economy,Consultants Fees,D3411,24/10/2017,1040710 - 0,790,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,Reactive Maintenance & Minor Repairs,B1101,24/10/2017,1040811 - 0,2250,Revenue,20003549,BOSSOMS BOATYARD LTD
OCC,Regeneration & Economy,Reactive Maintenance & Minor Repairs,B1101,31/10/2017,1040972 - 1,2712.52,Revenue,20002633,ADT FIRE & SECURITY
OCC,Regeneration & Economy,Consultants Fees,D3411,31/10/2017,1040997 - 0,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
OCC,Regeneration & Economy,Consultants Fees,D3411,31/10/2017,1040998 - 0,1666.67,Revenue,20003549,BOSSOMS BOATYARD LTD
OCC,Regeneration & Economy,Consultants Fees,D3411,07/11/2017,1041005 - 0,2500,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,Consultants Fees,D3411,07/11/2017,1041051 - 0,1000,Revenue,20019638,"JAMES MACKINTOSH ARCHITECTS LTD.,"
OCC,Regeneration & Economy,Consultants Fees,D3411,28/11/2017,1041223 - 0,7733.75,Revenue,20018047,TURLEY ASSOCIATES
OCC,Regeneration & Economy,Consultants Fees,D3411,07/11/2017,1041238 - 0,1666.67,Revenue,20003549,BOSSOMS BOATYARD LTD
OCC,Regeneration & Economy,Consultants Fees,D3411,14/11/2017,1041284 - 0,2000,Revenue,20017937,FISHER GERMAN LLP
OCC,Regeneration & Economy,Consultants Fees,D3411,14/11/2017,1041286 - 0,2000,Revenue,20017937,FISHER GERMAN LLP
OCC,Regeneration & Economy,General Contracted Services,D3401,28/11/2017,1041435 - 1,2677.5,Revenue,20016178,SPRINGBOARD RESEARCH LTD
OCC,Regeneration & Economy,Counsel & External Legal Fees,D3417,21/11/2017,1041523 - 0,649.5,Revenue,20018460,VEALE WASBROUGH VIZARD
OCC,Regeneration & Economy,Counsel & External Legal Fees,D3417,21/11/2017,1041526 - 0,693,Revenue,20018460,VEALE WASBROUGH VIZARD
OCC,Regeneration & Economy,Counsel & External Legal Fees,D3417,21/11/2017,1041527 - 0,797.5,Revenue,20018460,VEALE WASBROUGH VIZARD
OCC,Regeneration & Economy,Rent,B1701,28/11/2017,1041610 - 1,2039.66,Revenue,20019766,COLETTE DORAN
OCC,Regeneration & Economy,Consultants Fees,D3411,05/12/2017,1041797 - 0,1289.52,Revenue,20019433,MACQUARIE EQUIPMENT FINANCE (UK) LTD
OCC,Regeneration & Economy,Consultants Fees,D3411,05/12/2017,1041866 - 0,7260,Revenue,20010039,MARRIOTTS
OCC,Regeneration & Economy,Rent,B1701,05/12/2017,1041910 - 1,2039.66,Revenue,20019785,MICHAEL VON HRUSCHKA
OCC,Regeneration & Economy,Consultants Fees,D3411,12/12/2017,1041968 - 0,2500,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,Service Charges,B1821,05/12/2017,1041974 - 1,2251.99,Revenue,20016303,AMAS LTD NONRENT A/C
OCC,Regeneration & Economy,Professional Fees,A0151,19/12/2017,1041976 - 1,5060.47,Revenue,20005047,MAGDALEN COLLEGE OXFORD
OCC,Regeneration & Economy,Consultants Fees,D3411,08/12/2017,1042003 - 0,2625,Revenue,20019664,HEATON DESIGN & ENGINEERING LTD
OCC,Regeneration & Economy,Consultants Fees,D3411,12/12/2017,1042084 - 0,7941.8,Revenue,20017253,BOND DICKINSON LLP
OCC,Regeneration & Economy,Consultants Fees,D3411,12/12/2017,1042087 - 0,2370,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,General Contracted Services,D3401,27/12/2017,1042106 - 1,437.5,Revenue,20018785,BLAKE MORGAN
OCC,Regeneration & Economy,Counsel & External Legal Fees,D3417,19/12/2017,1042147 - 0,522,Revenue,20018460,VEALE WASBROUGH VIZARD
OCC,Regeneration & Economy,Furniture & Equipment Purchase,D3001,19/12/2017,1042183 - 0,502,Revenue,20019169,PAUL BIRTLES T/A THE GARDEN
OCC,Regeneration & Economy,Main Contractor,Y021,27/12/2017,1042206 - 0,3300,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,Grants,D3701,19/12/2017,1042255 - 0,23750,Revenue,20018382,EXPERIENCE OXFORDSHIRE
OCC,Regeneration & Economy,Grants,D3701,19/12/2017,1042256 - 0,21500,Revenue,20018382,EXPERIENCE OXFORDSHIRE
OCC,Regeneration & Economy,Main Contractor,Y021,27/12/2017,1042295 - 0,2442,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,Main Contractor,Y021,27/12/2017,1042296 - 0,5250,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,Consultants Fees,D3411,27/12/2017,1042399 - 0,2389.15,Revenue,20018047,TURLEY ASSOCIATES
OCC,Regeneration & Economy,Consultants Fees,D3411,19/12/2017,1042402 - 0,3037.5,Revenue,20014537,VENABLES SHERROTT LOCKHART & PARTNERS LTD
OCC,Regeneration & Economy,Main Contractor,Y021,27/12/2017,1042427 - 0,5250,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,Main Contractor,Y021,27/12/2017,1042483 - 0,4750,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,Capital Scheme Budget,Y000,27/12/2017,1042583 - 0,-103226.53,Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD
OCC,Regeneration & Economy,Capital Scheme Budget,Y000,27/12/2017,1042583 - 1,189248.64,Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD
OCC,Regeneration & Economy,Professional Fees,A0151,10/10/2017,46295436 - 1,2864.75,Revenue,20008264,LAMBERT SMITH HAMPTON GROUP LTD
OCC,Regeneration & Economy,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 16,11622.28,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Regeneration & Economy,Services - General Fees,K9501,17/10/2017,46295558 - 1,10000,Revenue,20000000,GENERAL EXPENSES
OCC,Regeneration & Economy,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 25,8478.29,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Regeneration & Economy,Property Rents/Income,K9550,28/11/2017,46295963 - 1,6875,Revenue,20012815,ST MICHAELS PCC
OCC,Regeneration & Economy,Property Rents/Income,K9550,28/11/2017,46295987 - 1,5900,Revenue,20000000,GENERAL EXPENSES
OCC,Regeneration & Economy,Property Rents/Income,K9550,28/11/2017,46295987 - 2,8400,Revenue,20000000,GENERAL EXPENSES
OCC,Regeneration & Economy,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 24,9360.57,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Regeneration & Economy,Electricity,B1501,17/10/2017,47021756 - 0,942.76,Revenue,20014571,OPUS ENERGY LTD
OCC,Regeneration & Economy,Electricity,B1501,17/10/2017,47021758 - 0,587.56,Revenue,20014571,OPUS ENERGY LTD
OCC,Regeneration & Economy,Water & Sewerage Charges,B1830,17/10/2017,47021905 - 1,958.88,Revenue,20019401,CASTLE WATER
OCC,Regeneration & Economy,Electricity,B1501,24/10/2017,47021912 - 1,1478.47,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,Electricity,B1501,24/10/2017,47021914 - 1,738.43,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,Electricity,B1501,31/10/2017,47022282 - 1,1198.79,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Regeneration & Economy,Gas,B1502,14/11/2017,47022454 - 1,452.13,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Regeneration & Economy,Electricity,B1501,14/11/2017,47022458 - 1,2196.52,Revenue,20007269,E.ON
OCC,Regeneration & Economy,Electricity,B1501,21/11/2017,47022640 - 0,923.81,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,Electricity,B1501,21/11/2017,47022649 - 1,1483.71,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,Electricity,B1501,05/12/2017,47022794 - 0,563.74,Revenue,20014571,OPUS ENERGY LTD
OCC,Regeneration & Economy,Electricity,B1501,27/12/2017,47022874 - 1,1472.32,Revenue,20011411,NPOWER
OCC,Planning  Sustainable Dev & Regulatory,Temporary Bureau Staffing,A0108,12/10/2017,1034585 - 0,3669.5,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning  Sustainable Dev & Regulatory,Temporary Bureau Staffing,A0108,23/11/2017,1034587 - 0,1875.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning  Sustainable Dev & Regulatory,Temporary Bureau Staffing,A0108,16/11/2017,1034590 - 0,7349.25,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning  Sustainable Dev & Regulatory,Photocopying/Paper Supplies,D3306,31/10/2017,1038135 - 1,818.5,Revenue,20002121,CANON (UK) LTD
OCC,Planning  Sustainable Dev & Regulatory,Postage & Carriage,D3501,03/10/2017,1038580 - 1,2953,Revenue,20019631,DLM DISTRIBUTION
OCC,Planning  Sustainable Dev & Regulatory,Consultants Fees,D3411,14/11/2017,1039148 - 0,2394.11,Revenue,20014403,POS ENTERPRISES LTD
OCC,Planning  Sustainable Dev & Regulatory,Hardware Purchase,D3520,03/10/2017,1039904 - 0,1257.25,Revenue,20002302,MISCO
OCC,Planning  Sustainable Dev & Regulatory,Consultants Fees,D3411,17/10/2017,1039907 - 0,4125,Revenue,20019346,ARTEMIS HERITAGE
OCC,Planning  Sustainable Dev & Regulatory,Grants-Private Persons,Y005,07/11/2017,1039938 - 0,3490,Capital,20019100,PROJECT MANAGEMENT SERVICES OXFORD
OCC,Planning  Sustainable Dev & Regulatory,Staff Advertising,A0702,03/10/2017,1039970 - 0,750,Revenue,20005063,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH
OCC,Planning  Sustainable Dev & Regulatory,Consultants Fees,D3411,17/10/2017,1040006 - 0,5000,Revenue,20019524,WHITE LAND STRATEGIES LTD
OCC,Planning  Sustainable Dev & Regulatory,Main Contractor,Y021,28/11/2017,1040062 - 1,9930,Capital,20009706,APT CONTROLS LTD
OCC,Planning  Sustainable Dev & Regulatory,Consultants Fees,D3411,17/10/2017,1040147 - 0,14142.5,Revenue,20008132,ARCADIS LLP
OCC,Planning  Sustainable Dev & Regulatory,Grants-Private Persons,Y005,03/10/2017,1040167 - 0,5395,Capital,20014420,C M RAYSON BUILDERS
OCC,Planning  Sustainable Dev & Regulatory,General Contracted Services,D3401,03/10/2017,1040189 - 0,581.25,Revenue,20017975,LMH HOSPITALITY SERVICES LTD
OCC,Planning  Sustainable Dev & Regulatory,Grants-Private Persons,Y005,24/10/2017,1040252 - 0,4210,Capital,20012692,FREECHOICE GROUP
OCC,Planning  Sustainable Dev & Regulatory,General Contracted Services,D3401,03/10/2017,1040259 - 0,1121.5,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
OCC,Planning  Sustainable Dev & Regulatory,Consultants Fees,D3411,17/10/2017,1040260 - 0,6000,Revenue,20018276,DESIGN COUNCIL
OCC,Planning  Sustainable Dev & Regulatory,Consultants Fees,D3411,17/10/2017,1040261 - 0,6400,Revenue,20018276,DESIGN COUNCIL
OCC,Planning  Sustainable Dev & Regulatory,Consultants Fees,D3411,17/10/2017,1040262 - 0,6000,Revenue,20018276,DESIGN COUNCIL
OCC,Planning  Sustainable Dev & Regulatory,Consultants Fees,D3411,17/10/2017,1040263 - 0,6400,Revenue,20018276,DESIGN COUNCIL
OCC,Planning  Sustainable Dev & Regulatory,Grants-Private Persons,Y005,17/10/2017,1040297 - 0,4398.37,Capital,20019100,PROJECT MANAGEMENT SERVICES OXFORD
OCC,Planning  Sustainable Dev & Regulatory,General Contracted Services,D3401,03/10/2017,1040299 - 0,924.25,Revenue,20019727,ESU1 LTD
OCC,Planning  Sustainable Dev & Regulatory,General Contracted Services,D3401,03/10/2017,1040355 - 0,1255.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
OCC,Planning  Sustainable Dev & Regulatory,General Contracted Services,D3401,03/10/2017,1040356 - 0,1273.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
OCC,Planning  Sustainable Dev & Regulatory,General Contracted Services,D3401,03/10/2017,1040357 - 0,1095.92,Revenue,20014638,S & R CHILDS FUNERAL SERVICES
