Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Business Improvement,Rent,B1701,20/06/2017,1038075 - 1,5487.48,Revenue,20017686,WORKMAN LLP
Business Improvement,Rent,B1701,20/06/2017,1038076 - 1,12612.64,Revenue,20017686,WORKMAN LLP
Business Improvement,Travel Scheme Discount,C2505,20/06/2017,1038081 - 1,1163.2,Revenue,20006596,OXFORD BUS COMPANY LTD
Business Improvement,Health Screening,D3428,20/06/2017,1038117 - 0,699,Revenue,20017632,DURADIAMOND HEALTHCARE LTD
Business Improvement,Conferences/Seminars,A0636,20/06/2017,1038190 - 0,1918,Revenue,20016197,THE KING'S CENTRE LTD
Business Improvement,Consultants Fees,D3411,27/06/2017,1038269 - 0,6175,Revenue,20014438,NORTHGATE ARINSO UK LTD
Business Improvement,Software Maintenance/Running Costs,D3513,27/06/2017,1038311 - 0,2200,Revenue,20019354,INTEGRA ASSOCIATES
Business Improvement,Consultants Fees,D3411,27/06/2017,1038330 - 1,5151.88,Revenue,20017632,DURADIAMOND HEALTHCARE LTD
Business Improvement,Software Maintenance/Running Costs,D3513,27/06/2017,1038354 - 0,3070.01,Revenue,20016801,BYTES SOFTWARE SERVICES LTD
Business Improvement,Consultants Fees,D3411,07/04/2017,46291798 - 1,4340,Revenue,20009010,DOCUMENT OUTPUT SOLUTIONS LTD
Business Improvement,Network Rental,D3531,04/04/2017,46293217 - 1,2493.96,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Business Improvement,Consultants Fees,D3411,25/04/2017,46293331 - 1,225,Revenue,20011499,TOPS
Business Improvement,Consultants Fees,D3411,25/04/2017,46293331 - 16,84,Revenue,20011499,TOPS
Business Improvement,General Contracted Services,D3401,25/04/2017,46293408 - 1,45601.03,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
Business Improvement,Temporary Bureau Staffing,A0108,19/04/2017,46293414 - 8,3935.62,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Temporary Bureau Staffing,A0108,19/04/2017,46293414 - 9,10216,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Temporary Bureau Staffing,A0108,19/04/2017,46293414 - 10,1150.52,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Temporary Bureau Staffing,A0108,19/04/2017,46293414 - 11,26733.5,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Consultants Fees,D3411,31/05/2017,46293671 - 2,57,Revenue,20011499,TOPS
Business Improvement,Consultants Fees,D3411,31/05/2017,46293671 - 12,84,Revenue,20011499,TOPS
Business Improvement,Temporary Bureau Staffing,A0108,16/05/2017,46293675 - 5,10533.67,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Temporary Bureau Staffing,A0108,16/05/2017,46293675 - 6,12954.98,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Short Courses,A0622,23/05/2017,46293767 - 1,1000,Revenue,20019565,ACTIVATE ENTERPRISE
Business Improvement,Temporary Bureau Staffing,A0108,13/06/2017,46294016 - 9,11015.74,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Temporary Bureau Staffing,A0108,13/06/2017,46294016 - 10,1314.88,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Temporary Bureau Staffing,A0108,13/06/2017,46294016 - 11,17665.89,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Temporary Bureau Staffing,A0108,13/06/2017,46294016 - 15,2104.51,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Business Improvement,Consultants Fees,D3411,31/05/2017,46294052 - 3,42,Revenue,20011499,TOPS
Business Improvement,Consultants Fees,D3411,31/05/2017,46294052 - 12,42,Revenue,20011499,TOPS
Business Improvement,Consultants Fees,D3411,27/06/2017,46294284 - 3,42,Revenue,20011499,TOPS
Business Improvement,Consultants Fees,D3411,27/06/2017,46294284 - 12,42,Revenue,20011499,TOPS
Business Improvement,Electricity,B1501,03/05/2017,47019510 - 1,1973.08,Revenue,20002402,SOUTHERN ELECTRIC PLC
Welfare Reform Team,Grants,D3701,04/04/2017,1036392 - 0,11225,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Welfare Reform Team,Grants,D3701,11/04/2017,1036458 - 0,3405,Revenue,20009795,ETHNIC MINORITY BUSINESS SERVICE
Welfare Reform Team,Grants,D3701,11/04/2017,1036459 - 0,3720.8,Revenue,20019528,BASE 33 YOUTH CHARITY
Welfare Reform Team,Grants,D3701,11/04/2017,1036461 - 0,6600,Revenue,20017749,YELLOW SUBMARINE
Welfare Reform Team,Grants,D3701,11/04/2017,1036462 - 0,7547.83,Revenue,20017749,YELLOW SUBMARINE
Welfare Reform Team,Grants,D3701,04/04/2017,1036466 - 0,4670.5,Revenue,20004327,THE PORCH
Welfare Reform Team,Grants,D3701,04/04/2017,1036471 - 0,14551.89,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Welfare Reform Team,Grants,D3701,25/04/2017,1036472 - 0,5566.75,Revenue,20008142,TRAX
Welfare Reform Team,Grants,D3701,11/04/2017,1036567 - 0,5566.25,Revenue,20019515,SOUTH OXFORDSHIRE FOOD & EDUCATION ALLIANCE
Welfare Reform Team,Grants,D3701,19/04/2017,1036668 - 0,5772.56,Revenue,20019527,BYHP
Welfare Reform Team,Grants,D3701,03/05/2017,1036693 - 0,1713.75,Revenue,20018674,WORKERS EDUCATIONAL ASSOCIATION
Welfare Reform Team,Grants,D3701,19/04/2017,1036770 - 0,1675,Revenue,20014542,OXFORD UNITED YOUTH & COMMUNITY SPORTS TRUST
Welfare Reform Team,Grants,D3701,03/05/2017,1036965 - 0,3270,Revenue,20009273,ASYLUM WELCOME
Welfare Reform Team,Grants,D3701,09/05/2017,1037110 - 0,600,Revenue,20019551,ACE TRAINING & CONSULTANCY LTD
Welfare Reform Team,Grants,D3701,23/05/2017,1037467 - 0,7611.69,Revenue,20019515,SOUTH OXFORDSHIRE FOOD & EDUCATION ALLIANCE
Welfare Reform Team,Grants,D3701,23/05/2017,1037475 - 0,4257.37,Revenue,20017749,YELLOW SUBMARINE
Welfare Reform Team,Grants,D3701,20/06/2017,1037791 - 0,1612.19,Revenue,20019528,BASE 33 YOUTH CHARITY
Welfare Reform Team,Grants,D3701,13/06/2017,1037989 - 0,13093.27,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Welfare Reform Team,Grants,D3701,11/04/2017,46293316 - 1,14551.89,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Welfare Reform Team,Grants,D3701,11/04/2017,46293318 - 1,14551.89,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Regeneration & Economy,Services Maintenance (Planned),B1103,11/04/2017,1036091 - 1,157.5,Revenue,20000210,BARKER & EVANS LTD
Regeneration & Economy,General Contracted Services,D3401,04/04/2017,1036211 - 0,1084.13,Revenue,20018026,UK GAS CONNECTION LTD
Regeneration & Economy,Consultants Fees,D3411,11/04/2017,1036425 - 0,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
Regeneration & Economy,Services Maintenance (Planned),B1103,11/04/2017,1036549 - 0,926.25,Revenue,20000249,SSE CONTRACTING LTD
Regeneration & Economy,Consultants Fees,D3411,06/06/2017,1036597 - 0,2160,Revenue,20019379,OXFORD RAIL STRATEGIES LTD
Regeneration & Economy,Reactive Maintenance & Minor Repairs,B1101,11/04/2017,1036602 - 0,3400,Revenue,20011508,D A MILES & SONS
Regeneration & Economy,Services Maintenance (Planned),B1103,03/05/2017,1036614 - 1,157.5,Revenue,20000210,BARKER & EVANS LTD
Regeneration & Economy,Consultants Fees,D3411,25/04/2017,1036671 - 0,3000,Revenue,20017937,FISHER GERMAN LLP
Regeneration & Economy,Consultants Fees,D3411,25/04/2017,1036677 - 0,2000,Revenue,20017937,FISHER GERMAN LLP
Regeneration & Economy,Consultants Fees,D3411,25/04/2017,1036678 - 0,1016.6,Revenue,20017937,FISHER GERMAN LLP
Regeneration & Economy,Consultants Fees,D3411,19/04/2017,1036700 - 0,2250,Revenue,20008541,KEMP & KEMP LLP
Regeneration & Economy,Services Maintenance (Planned),B1103,13/06/2017,1036815 - 2,70,Revenue,20000210,BARKER & EVANS LTD
Regeneration & Economy,Services Maintenance (Planned),B1103,13/06/2017,1036815 - 3,386.11,Revenue,20000210,BARKER & EVANS LTD
Regeneration & Economy,Consultants Fees,D3411,25/04/2017,1036829 - 0,3045,Revenue,20018783,OSBORNE CLARKE
Regeneration & Economy,Reactive Maintenance & Minor Repairs,B1101,25/04/2017,1036844 - 1,2862.07,Revenue,20002633,ADT FIRE & SECURITY
Regeneration & Economy,Consultants Fees,D3411,16/05/2017,1036860 - 0,1400,Revenue,20019171,GREEN & PARTNERS
Regeneration & Economy,Grants,D3701,25/04/2017,1036861 - 0,9801.37,Revenue,20018382,EXPERIENCE OXFORDSHIRE
Regeneration & Economy,Grants,D3701,25/04/2017,1036862 - 0,23750,Revenue,20018382,EXPERIENCE OXFORDSHIRE
Regeneration & Economy,Counsel & External Legal Fees,D3417,03/05/2017,1036952 - 0,1471,Revenue,20018460,VEALE WASBROUGH VIZARD
Regeneration & Economy,Counsel & External Legal Fees,D3417,03/05/2017,1036956 - 0,478.5,Revenue,20018460,VEALE WASBROUGH VIZARD
Regeneration & Economy,Counsel & External Legal Fees,D3417,03/05/2017,1036957 - 0,725,Revenue,20018460,VEALE WASBROUGH VIZARD
Regeneration & Economy,Counsel & External Legal Fees,D3417,03/05/2017,1036958 - 0,1471,Revenue,20018460,VEALE WASBROUGH VIZARD
Regeneration & Economy,Counsel & External Legal Fees,D3417,03/05/2017,1036959 - 0,1503,Revenue,20018460,VEALE WASBROUGH VIZARD
Regeneration & Economy,Rent,B1701,03/05/2017,1037057 - 1,4241.92,Revenue,20016754,AMAS LTD/RENT A/C
Regeneration & Economy,Grants,D3701,09/05/2017,1037105 - 0,21500,Revenue,20018382,EXPERIENCE OXFORDSHIRE
Regeneration & Economy,Consultants Fees,D3411,09/05/2017,1037152 - 0,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
Regeneration & Economy,Counsel & External Legal Fees,D3417,23/05/2017,1037223 - 0,636.5,Revenue,20018460,VEALE WASBROUGH VIZARD
Regeneration & Economy,Counsel & External Legal Fees,D3417,23/05/2017,1037229 - 0,648,Revenue,20018460,VEALE WASBROUGH VIZARD
Regeneration & Economy,Counsel & External Legal Fees,D3417,13/06/2017,1037287 - 1,754,Revenue,20018460,VEALE WASBROUGH VIZARD
Regeneration & Economy,Consultants Fees,D3411,16/05/2017,1037309 - 0,1905,Revenue,20010039,MARRIOTTS
Regeneration & Economy,Consultants Fees,D3411,09/06/2017,1037448 - 0,1400,Revenue,20019171,GREEN & PARTNERS
Regeneration & Economy,Consultants Fees,D3411,09/06/2017,1037449 - 0,1400,Revenue,20019171,GREEN & PARTNERS
Regeneration & Economy,Consultants Fees,D3411,13/06/2017,1037494 - 0,1743.65,Revenue,20018047,TURLEY ASSOCIATES
Regeneration & Economy,Counsel & External Legal Fees,D3417,31/05/2017,1037513 - 0,1000,Revenue,20018550,PHILIP SISSONS
Regeneration & Economy,Consultants Fees,D3411,09/06/2017,1037560 - 0,1400,Revenue,20019171,GREEN & PARTNERS
Regeneration & Economy,Conferences,D3602,31/05/2017,1037679 - 0,515,Revenue,20019277,Ocean Media Group Ltd
Regeneration & Economy,Consultants Fees,D3411,13/06/2017,1037680 - 0,2114,Revenue,20010039,MARRIOTTS
Regeneration & Economy,Consultants Fees,D3411,06/06/2017,1037798 - 0,1290,Revenue,20003549,BOSSOMS BOATYARD LTD
Regeneration & Economy,Consultants Fees,D3411,06/06/2017,1037799 - 0,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
Regeneration & Economy,Consultants Fees,D3411,06/06/2017,1037874 - 0,1289.52,Revenue,20019433,MACQUARIE EQUIPMENT FINANCE (UK) LTD
Regeneration & Economy,General Contracted Services,D3401,20/06/2017,1038115 - 0,474,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
Regeneration & Economy,Consultants Fees,D3411,20/06/2017,1038168 - 0,550,Revenue,20019638,"JAMES MACKINTOSH ARCHITECTS LTD.,"
Regeneration & Economy,Property Rents/Income,K9550,11/04/2017,46293304 - 1,6875,Revenue,20012815,ST MICHAELS PCC
Regeneration & Economy,Temporary Bureau Staffing,A0108,19/04/2017,46293414 - 22,3770.43,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Regeneration & Economy,Services Maintenance (Planned),B1103,25/04/2017,46293417 - 7,251.23,Revenue,20004494,COTSWOLD LIFTS LTD
Regeneration & Economy,Fire Alarms and Emergency Lighting,B1241,19/04/2017,46293418 - 2,200,Revenue,20002568,PYROTEC SERVICES LTD
Regeneration & Economy,Fire Alarms and Emergency Lighting,B1241,19/04/2017,46293418 - 7,1760,Revenue,20002568,PYROTEC SERVICES LTD
Regeneration & Economy,Fire Alarms and Emergency Lighting,B1241,19/04/2017,46293418 - 9,119,Revenue,20002568,PYROTEC SERVICES LTD
Regeneration & Economy,Temporary Bureau Staffing,A0108,16/05/2017,46293675 - 30,1366.73,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Regeneration & Economy,Temporary Bureau Staffing,A0108,13/06/2017,46294016 - 17,7392.58,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Regeneration & Economy,Gas,B1502,27/06/2017,47017688 - 1,507.69,Revenue,20011042,KENT COUNTY COUNCIL
Regeneration & Economy,Gas,B1502,11/04/2017,47019092 - 1,2307.41,Revenue,20007602,TOTAL GAS & POWER LTD
Regeneration & Economy,Gas,B1502,11/04/2017,47019107 - 0,2087.83,Revenue,20007602,TOTAL GAS & POWER LTD
Regeneration & Economy,Gas,B1502,25/04/2017,47019241 - 0,617.12,Revenue,20007602,TOTAL GAS & POWER LTD
Regeneration & Economy,Gas,B1502,25/04/2017,47019262 - 1,454.82,Revenue,20002402,SOUTHERN ELECTRIC PLC
Regeneration & Economy,Electricity,B1501,03/05/2017,47019588 - 1,1197.84,Revenue,20002402,SOUTHERN ELECTRIC PLC
Regeneration & Economy,Water & Sewerage Charges,B1830,09/05/2017,47019648 - 1,602.77,Revenue,20019401,CASTLE WATER
Regeneration & Economy,Gas,B1502,09/05/2017,47019653 - 0,1071.57,Revenue,20002402,SOUTHERN ELECTRIC PLC
Regeneration & Economy,Electricity,B1501,09/05/2017,47019664 - 1,538.58,Revenue,20012680,EDF ENERGY
Regeneration & Economy,Gas,B1502,23/05/2017,47019766 - 1,427.56,Revenue,20007602,TOTAL GAS & POWER LTD
Regeneration & Economy,Water & Sewerage Charges,B1830,13/06/2017,47020100 - 0,562.63,Revenue,20019401,CASTLE WATER
"Planning, Sustainable Dev & Regulatory",Subscriptions,D3703,31/05/2017,1035286 - 0,929,Revenue,20006596,OXFORD BUS COMPANY LTD
"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,13/06/2017,1035398 - 0,1147,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",Software Maintenance/Running Costs,D3513,04/04/2017,1035776 - 0,5786.24,Revenue,20016003,TEAM (ENERGY AUDITING AGENCY LTD)
"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,04/04/2017,1035841 - 0,2060.91,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,11/04/2017,1035863 - 0,1085,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,04/04/2017,1036028 - 0,2860,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,11/04/2017,1036034 - 0,3255,Revenue,20016437,SYAQS
"Planning, Sustainable Dev & Regulatory",Subscriptions,D3703,11/04/2017,1036048 - 0,480,Revenue,20005063,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH
"Planning, Sustainable Dev & Regulatory",Training Supplies,A0646,11/04/2017,1036062 - 0,747.75,Revenue,20005063,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,04/04/2017,1036144 - 0,1020,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",Public Transport,C2501,04/04/2017,1036165 - 0,968.98,Revenue,20006596,OXFORD BUS COMPANY LTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,19/04/2017,1036205 - 0,7493.75,Revenue,20017818,RICARDO-AEA LTD
"Planning, Sustainable Dev & Regulatory",Hospitality,D3803,04/04/2017,1036248 - 0,720.83,Revenue,20017557,HUB COMMERCIAL VENTURES CIC
"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,19/04/2017,1036281 - 0,1710.18,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,19/04/2017,1036284 - 0,1370,Revenue,20019415,SYNAPSYS SOLUTIONS LTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,25/04/2017,1036335 - 0,6000,Revenue,20018276,DESIGN COUNCIL
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,25/04/2017,1036336 - 0,6400,Revenue,20018276,DESIGN COUNCIL
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,11/04/2017,1036369 - 0,2125,Revenue,20015565,EUNOMIA RESEARCH & CONSULTING LTD
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,04/04/2017,1036438 - 0,6253,Revenue,20009530,OSBORNE RICHARDSON LTD
"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,03/05/2017,1036439 - 0,1007.91,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,04/04/2017,1036440 - 0,2184,Revenue,20009530,OSBORNE RICHARDSON LTD
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,04/04/2017,1036441 - 0,4842,Revenue,20009530,OSBORNE RICHARDSON LTD
"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,11/04/2017,1036463 - 0,3519,Revenue,20009530,OSBORNE RICHARDSON LTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,21/04/2017,1036561 - 0,8752.5,Revenue,20009818,CAMBRIDGE CITY COUNCIL
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,11/04/2017,1036569 - 0,8884,Revenue,20008805,SAVILLS (L & P ) LIMITED
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,11/04/2017,1036570 - 0,28345.79,Revenue,20008805,SAVILLS (L & P ) LIMITED
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,11/04/2017,1036571 - 0,31887.56,Revenue,20008805,SAVILLS (L & P ) LIMITED
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,11/04/2017,1036572 - 0,4662,Revenue,20008805,SAVILLS (L & P ) LIMITED
"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,11/04/2017,1036578 - 0,1260.25,Revenue,20009530,OSBORNE RICHARDSON LTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,25/04/2017,1036592 - 0,4559.98,Revenue,20019457,ENVIRONMENTAL DIMENSION PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,03/05/2017,1036593 - 1,6540.56,Revenue,20019457,ENVIRONMENTAL DIMENSION PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,03/05/2017,1036594 - 1,5120.94,Revenue,20019457,ENVIRONMENTAL DIMENSION PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,19/04/2017,1036711 - 0,7323.05,Revenue,20008132,ARCADIS LLP
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,25/04/2017,1036728 - 0,28807.47,Revenue,20008805,SAVILLS (L & P ) LIMITED
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,25/04/2017,1036764 - 0,4375.54,Revenue,20016567,CARTER JONAS
"Planning, Sustainable Dev & Regulatory",Internal Lighting,B1151,09/05/2017,1036769 - 0,3297.7,Revenue,20018854,IMPACT LIGHTING SOLUTIONS LTD
"Planning, Sustainable Dev & Regulatory",Software Maintenance/Running Costs,D3513,03/05/2017,1036786 - 0,13300,Revenue,20019542,ROCKTIME LTD
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,19/04/2017,1036799 - 0,3388,Revenue,20009530,OSBORNE RICHARDSON LTD
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,19/04/2017,1036801 - 0,1062,Revenue,20009530,OSBORNE RICHARDSON LTD
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,16/05/2017,1036833 - 0,430,Revenue,20008696,TOTAL HYGIENE LTD
"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,03/05/2017,1036977 - 0,2000,Revenue,20012692,FREECHOICE GROUP
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,09/05/2017,1036982 - 0,12036,Revenue,20011651,UNIVERSITY OF OXFORD
"Planning, Sustainable Dev & Regulatory",Photocopying/Paper Supplies,D3306,03/05/2017,1037003 - 0,861.78,Revenue,20011588,CANON (UK) lTD
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,09/05/2017,1037010 - 0,8304.91,Revenue,20019457,ENVIRONMENTAL DIMENSION PARTNERSHIP LTD
"Planning, Sustainable Dev & Regulatory",Subscriptions,D3703,16/05/2017,1037055 - 1,2400,Revenue,20009350,APSE
"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,16/05/2017,1037071 - 0,1152.5,Revenue,20018330,JOHN MOORE HERITAGE SERVICES
