Body_Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Capital or Revenue,Supplier ID,Supplier Name
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_10,1846.04,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,15/12/2015,46288233_11,1605.08,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_12,1810.53,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,15/12/2015,46288233_13,4433.08,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_14,2067.77,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,46288233_15,414,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_16,1866.96,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Assistant Chief Executive,Main Contractor,Y021,15/12/2015,46288233_17,2834.18,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,15/12/2015,46288233_18,3457.86,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,15/12/2015,46288233_19,984,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_2,1957.2,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,15/12/2015,46288233_20,7344.36,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,15/12/2015,46288233_21,5163.99,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_22,702.67,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_23,2880,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,15/12/2015,46288233_24,1694.38,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,15/12/2015,46288233_25,1885.9,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Main Contractor,Y021,15/12/2015,46288233_26,5580,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,15/12/2015,46288233_27,5173.96,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_28,3274.7,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_29,3241.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_3,3885.68,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_30,2263.95,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,46288233_31,2054.24,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_32,805.85,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_33,13740,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_34,2150.42,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_35,3727.94,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_36,17324.73,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_37,2003.61,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_38,2525.4,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_39,5395.25,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,46288233_4,5301.2,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_40,2122.98,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_41,1811.61,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_42,1689.42,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,15/12/2015,46288233_5,1150,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,15/12/2015,46288233_6,8549.36,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,15/12/2015,46288233_7,4078.91,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,15/12/2015,46288233_8,2725.22,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/12/2015,46288233_9,5619.9,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Asbestos Work,B1106,03/11/2015,60045909_1,900,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,HRA,Asbestos Work,B1106,03/11/2015,60045910_1,675,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,22/12/2015,60048470_0,989,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287675_1,1933.4,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,03/11/2015,46287675_2,1187.9,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287675_3,163,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,03/11/2015,46287675_4,1202.43,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287675_5,560.07,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287675_6,653,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287675_7,122.5,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287675_8,106.25,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287675_9,12190.66,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287678_1,7763.42,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,03/11/2015,46287678_2,341.52,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,03/11/2015,46287678_3,534.69,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,03/11/2015,46287678_4,821.91,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287678_5,679.43,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287678_6,70,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,03/11/2015,46287678_7,255,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,03/11/2015,46287678_8,335.21,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,29/12/2015,46288344_1,2606.47,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,29/12/2015,46288344_2,252.28,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,29/12/2015,46288344_3,3000,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,29/12/2015,46288344_4,670.34,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,29/12/2015,46288344_5,280,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,29/12/2015,46288344_6,705.42,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,29/12/2015,46288344_7,525,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,06/10/2015,60044358_2,10306,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,06/10/2015,60044645_0,529.07,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/11/2015,60046595_1,614.26,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047071_0,1499,Revenue,20000210,BARKER & EVANS LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,01/12/2015,46288086_1,691.6,Revenue,20000211,ASSA ABLOY ENTRANCE SYSTEMS
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,20/10/2015,60045142_1,2227,Revenue,20000215,CHILTERN INVADEX LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,13/10/2015,46287356_1,571.09,Revenue,20000216,CHRISTY LIGHTING LTD
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,27/10/2015,1021458_1,4276,Capital,20000222,ELLIOTT & JORDAN LTD
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,20/10/2015,1021459_1,4465,Capital,20000222,ELLIOTT & JORDAN LTD
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,27/10/2015,1021460_1,3934,Capital,20000222,ELLIOTT & JORDAN LTD
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,13/10/2015,1021461_1,1851.38,Capital,20000222,ELLIOTT & JORDAN LTD
Oxford City Council,Community Services,Direct Services,Y237,29/12/2015,48021430_1,1598.91,Capital,20000225,FERGAL CONTRACTING CO LTD
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,13/10/2015,1020980_1,1542.29,Capital,20000227,GEORGE HENRY & CO RELAY LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,03/11/2015,60045991_0,3100,Revenue,20000233,JONES & REEVES
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,03/11/2015,60045992_2,3500,Revenue,20000233,JONES & REEVES
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,03/11/2015,60045993_0,1080,Revenue,20000233,JONES & REEVES
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,03/11/2015,60046023_0,2500,Revenue,20000233,JONES & REEVES
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,03/11/2015,60046024_2,2500,Revenue,20000233,JONES & REEVES
Oxford City Council,HRA,Main Contractor,Y021,27/10/2015,1022028_1,198030.16,Capital,20000236,J B LEADBITTER & CO LTD
Oxford City Council,HRA,Main Contractor,Y021,10/11/2015,1022643_1,155718.58,Capital,20000236,J B LEADBITTER & CO LTD
Oxford City Council,HRA,Main Contractor,Y021,01/12/2015,1023209_1,315610.56,Capital,20000236,J B LEADBITTER & CO LTD
Oxford City Council,HRA,Main Contractor,Y021,01/12/2015,1023224_1,20284.9,Capital,20000236,J B LEADBITTER & CO LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,27/10/2015,60045654_1,2495,Revenue,20000244,OXFORD REFRIGERATION LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,27/10/2015,60045655_1,4235,Revenue,20000244,OXFORD REFRIGERATION LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,27/10/2015,60045656_1,3130,Revenue,20000244,OXFORD REFRIGERATION LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/11/2015,60046631_1,2025,Revenue,20000244,OXFORD REFRIGERATION LTD
Oxford City Council,Direct Services,Repairs & Improvements,B1109,15/12/2015,60048065_0,4617,Revenue,20000244,OXFORD REFRIGERATION LTD
Oxford City Council,Law and Governance,Reactive Maintenance & Minor Repairs,B1101,17/11/2015,1022528_1,1430,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,13/10/2015,46287368_1,809.38,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,13/10/2015,46287368_2,109,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,13/10/2015,46287368_3,748.55,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,13/10/2015,46287368_4,1046,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,13/10/2015,46287368_5,1500,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,08/12/2015,46288118_1,1781.75,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,08/12/2015,46288118_2,140.4,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,08/12/2015,46288118_3,3250,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,06/10/2015,60044369_0,1116.07,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,13/10/2015,60044942_1,918.79,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,13/10/2015,60044987_0,1006.12,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,10/11/2015,60046153_0,2640,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,10/11/2015,60046154_2,843.11,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047100_1,1021.1,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047101_0,772.18,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047102_1,1009.96,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047103_0,581.62,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047107_0,2850,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,01/12/2015,60047377_1,1086.9,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,15/12/2015,60048021_0,645.08,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,22/12/2015,60048528_0,750,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,22/12/2015,60048529_1,750,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,13/10/2015,1021585_1,917.8,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,17/11/2015,1022775_1,587.45,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,24/11/2015,1022909_1,1133.02,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,15/12/2015,1023715_1,911.6,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,HRA,Asbestos Work,B1106,06/10/2015,60044465_2,1077,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421,06/10/2015,60044466_1,642,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421,06/10/2015,60044468_1,760,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421,06/10/2015,60044469_1,540,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421,06/10/2015,60044473_1,588,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,20/10/2015,60045056_1,5831.8,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
