Body Name,Organisatonal Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,21/04/2015,46285475_53,1920.64,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,21/04/2015,46285475_54,6068.14,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,21/04/2015,46285475_55,3663,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,21/04/2015,46285475_56,1392.8,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,21/04/2015,46285475_57,1802.31,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,21/04/2015,46285475_58,2308.21,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,21/04/2015,46285475_6,3607.5,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,21/04/2015,46285475_7,5301.2,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,21/04/2015,46285475_8,11480.2,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,21/04/2015,46285475_9,5910.61,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Commission/Discount,K9472,12/05/2015,46285768_1,-46,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,12/05/2015,46285768_10,4438.7,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_11,1946.27,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_12,6709.9,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,12/05/2015,46285768_13,1713.44,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_14,7095.72,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_15,1327.68,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,12/05/2015,46285768_16,1105.6,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_17,1464.98,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_18,914.15,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_19,1852.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_2,8351.8,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_20,486.27,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_21,1387.95,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_22,1978.37,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/05/2015,46285768_23,11521.75,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/05/2015,46285768_24,3307.5,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/05/2015,46285768_25,1715.52,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_26,2380,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_27,1728.16,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Assistant Chief Executive,Main Contractor,Y021,12/05/2015,46285768_28,11864.02,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_29,5800.22,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_3,1222.3,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_30,276.6,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_31,847.5,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_32,1856,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/05/2015,46285768_33,2091.24,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_34,984.89,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Law and Governance,Temporary Bureau Staffing,A0108,12/05/2015,46285768_35,1355.94,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,12/05/2015,46285768_36,12682.02,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,12/05/2015,46285768_37,414.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,12/05/2015,46285768_38,1265.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Main Contractor,Y021,12/05/2015,46285768_39,4805,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_4,208.35,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Main Contractor,Y021,12/05/2015,46285768_40,2921.52,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,12/05/2015,46285768_41,5445.48,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_42,1875.68,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_43,352.58,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_44,1794.63,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_45,1778.64,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_46,9926.73,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_47,2461.55,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_48,12722.62,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_49,1895.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_5,4254.08,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_50,5070.71,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_51,4247.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_52,4441.89,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_53,4695.57,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_54,1960.67,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/05/2015,46285768_55,45,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,12/05/2015,46285768_56,132.3,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/05/2015,46285768_6,5191.52,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/05/2015,46285768_7,3051.48,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,12/05/2015,46285768_8,13558.56,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,12/05/2015,46285768_9,2647.41,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_1,5370.47,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_10,6315.2,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,23/06/2015,46286283_11,2434.75,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_12,1499.04,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,23/06/2015,46286283_13,1848.35,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_14,2135.02,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_15,1330.96,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_16,141.4,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/06/2015,46286283_17,2218.3,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/06/2015,46286283_18,2539.8,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,23/06/2015,46286283_19,1779.29,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_2,3302.21,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_20,232.05,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Assistant Chief Executive,Main Contractor,Y021,23/06/2015,46286283_21,7885.96,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/06/2015,46286283_22,7085.13,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Partnerships Team,Temporary Bureau Staffing,A0108,23/06/2015,46286283_23,2835,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/06/2015,46286283_24,2692.5,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/06/2015,46286283_25,6112.36,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/06/2015,46286283_26,3739.25,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_27,1603.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,23/06/2015,46286283_28,10730.94,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_29,4160,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,23/06/2015,46286283_3,6407.14,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,23/06/2015,46286283_30,3752.96,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,23/06/2015,46286283_31,2049.79,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Main Contractor,Y021,23/06/2015,46286283_32,5425,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,23/06/2015,46286283_33,6546.79,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_34,1721.16,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_35,2158.34,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_36,1924.17,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_37,10465.55,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_38,3794.07,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_39,20336.58,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,23/06/2015,46286283_4,2311.07,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_40,3189.46,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_41,3469.86,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_42,3207.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_43,4498.61,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_44,6811.36,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_45,2824.54,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,23/06/2015,46286283_46,40,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_47,2447.29,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,23/06/2015,46286283_5,10855.13,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,23/06/2015,46286283_6,1849.07,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,23/06/2015,46286283_7,3225.8,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108,23/06/2015,46286283_8,4455.68,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,23/06/2015,46286283_9,1621.42,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Tools,D3023,27/05/2015,1016135_1,2265.6,Revenue,20000203,KONE PLC
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,07/04/2015,48021175_1,2988.6,Capital,20000203,KONE PLC
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,23/06/2015,48021247_1,2988.6,Capital,20000203,KONE PLC
Oxford City Council,HRA,Asbestos Work,B1106   ,28/04/2015,60037116_1,900,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,HRA,Asbestos Work,B1106   ,19/05/2015,60037812_1,900,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038443_0,7436,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038444_1,6238,Revenue,20000209,AMITY INSULATION SERVICES LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,14/04/2015,46285410_1,5803.92,Revenue,20000210,BARKER & EVANS LTD
